n_votes	n_comments	year	selected	title	speaker_info	section	target_audience	type	prerequisites	description	speaker_link_present	content_url_present	deadlinediff
4	0	2015	False	building management frameworks distributed systems using python saltstack	ramaseshan ram work fractalio data building easy use scalable data storage solutions	infrastructure	intermediate	talks	knowledge basic linux based system administration file systems concepts	deploying managing distributed infrastructure software quite challenging task systems administrator new complex open source software systems developed rapid succession there hence crying need simple intuitive interfaces mange systems make easier users administrators allow stay top complex deploymentswe present experiences building one unified management framework manage distributed file system based product infrastructure using python saltstack the talk include rationale behind choosing saltstack took integrate usage administration framework resulting simple interface manage complex infrastructure	True	False	-44
44	1	2015	True	building offensive web security framework python	bharadwaj machiraju electronics engineering student fate information security enthusiast choice interested building web application security testing tools using python project leader owasp owtf his latest tool flashbang open source flash security helper presented couple conferences brucon   nullcon  apart information security interested sleeping mnemonic techniques  machine learning	security	beginner	talks	nan	there lots good tools facilitate security testing web applications different class vulnerabilities as penetration tester developer running tools along custom tests always requirement calling tools remembering command line arguments organising collected data difficult task repeating task multiple times manually might make go crazy as pycon python comes rescueoffensive web testing framework security testing framework built using python solve mentioned problem the aim talk show python used creating solution audience look internals owtf along modules likea brief list topics presented arefinally talk keen listener able	False	False	-94
6	2	2015	False	automatic data validation cleaning pysemantic	im data scientist dataculture analytics httpdatacultureio i build large scale machine learning applications previously ive worked enthought inc i one developers canopy data analysis platform ive research assistant fields machine learning signal processing tata institute fundamental research university pune i love developing gui apps signal processing tools free time	data visualization analytics	intermediate	talks	knowledge prerequisitessoftware prerequisites  see httpsgithubcommotherboxpysemanticdependencies	data dirty any dataset isnt properly curated stored suffer many problems like mixed data types properly encoded escaped uneven number fields none problems unsolvable in fact us pretty good cleaning data normally know little nothing given dataset proceed predictable manner we first try read data naively see errors raised parser if try fix function calls when fixed try run sanity checks data end filtering dataset sometimes quite heavilythe problem process iterative worse reactive everybody team use dataset sure one simply clean dump new file lines code but shouldnt run script every time encouter new dataset we would much comforable data cleaned read it much efficient data cleaning part data ingestion secondly importantly cleaning data via adhoc python scripts non trivial readable python scripts might always easy everyone team change cleaning process moreover python libraries offer abstraction level cleaning validating datatherefore one go process data validation cleaning customizable modular way one make sure thatpysemantic python module automates the purpose talk introduce module talk best practices cleaning validating data	False	False	17
19	0	2015	False	introduction pyspark using apache spark python	im data scientist dataculture analytics httpdatacultureio i build large scale machine learning applications previously ive worked enthought inc i one developers canopy data analysis platform ive research assistant fields machine learning signal processing tata institute fundamental research university pune i love developing gui apps signal processing tools free time	data visualization analytics	intermediate	workshops	knowledge prerequisitessoftware prerequisitessomething like enthought canopy anaconda idealnote pandas scikitlearn required highlight features spark comparison the tutorial contain couple examples libraries demonstrate tasks performed sparksoftware setup some additional setup required configure spark flexible usage standard python installations i soon upload notes detailing setup process	large scale distributed data processing part fully available pythonistas number reasons therefore python ecosystem boasts best sophisticated data analysis libraries able fully harness parallelism distributed computing big data problems this say big data problems unsolvable within python they certainly quite libraries made decent attempts but solutions rarely come ease development makes python awesome by indications pyspark changes thatpyspark python api apache spark httpsparkapacheorg general purpose cluster computing framework this tutorial handson tour pyspark in tutorial participants able solve large scale data processing problems armed little python primitivesthe tutorial cover	False	False	24
68	0	2015	False	python multithreading multiprocessing  concurrency parallelism	hitul software engineer developer currently working shopsenseco he experience development large scale mission critical fault tolerance distributed applications he solution expert indepth knowledge distributed computing cloud computing multiprocessing applications web applicationshes passionate web backend infrastructure keeps tinkering new stuff create something different he pythonist gopher	concurrency	intermediate	talks	nan	python threading multiprocessing package perform operations parallel in talk people get introduced python threading multiprocessing packages this talk cover multiprocessingthreaded development best practices problems comes development things know multiprocessing after talk attendees able develop multiprocessingthreaded applicationstarget audiencetopics covered workshopthis talk cover best practices problems multiprocessing threaded application development	True	True	-84
4	0	2015	False	testing distributed  clustered filesystem block  object based using rpyc tools	nearly decade experience testing storage systems particularly cluster filesystems worked symantecveritas file system teamcurrently works redhat involved developing new test framework  distaf explores openstacktempest openstackcinder  openstackswift ceph	testing	intermediate	talks	nan	clustered distributed filesystems volume managers related storage softwares complex develop equally challenging test communicating across various nodes accessing  exploiting caches locks across nodes connecting various ports challenges every tester faces additionally resilience systems another hurdle requires maintaining state test processunless robust test harness developed testing products always ends many gaps left unplugged code thankfully python with rich set libaries related tools ease coding flexibility exploit unix shell  tesitng scale clusters like hadoop gluster ceph even commercial softwares like veritas cluster filesystem become easy like never beforei wish proposedemostratetalk develop test tools using rpyc relevant libraries build solid test harness	True	True	18
2	1	2015	True	introduction nipype create flexible neuroimaging pipelines using	i computer engineering undergraduate student pune selftaught student neuroinformatics bioinformatics moocs books online resourcesthis first time speaker python conference hoping really nice feedbacki work contributor international neuroinformatics coordinating facility parttime passionate working machine learning big data	scientific computing	intermediate	talks	knowledge prerequisitessteps installationsee httpnipysourceforgenetnipypeusersinstallhtml	the objective talk introduce people nipype python project providing uniform interface existing neuroimaging softwaresthe project enables design workflows make use algorithms different packages reduces learning  necessary use packageswe also exploring code required create suitable workflows different software tools interact here main points going focus talkthis talk aims introduce people neuroinformatics crossed domains like data analytics	False	False	-114
-1	0	2015	False	learning basic designing graphical network application like chating software	my qualification btech computer science i develop app  webapp python django	core python	beginner	workshops	basic python programming required like running developing scripts running	in session get touch graphicssockets pythonwe develop simple chatting application graphical user interface example gtalk with hands networking gtk python which give good start develop applications python	False	False	1
10	0	2015	False	computer vision python opencv	ashwin pajankar bangalorebased software professional  years experience software design development testing automation he graduated iiit hyderabad mtech computer science engineering ashwin holds multiple professional level certifications oracle ibm teradata istqb development databases testing apart work ashwin enjoys serving community several awards college student work community service employers corporate social responsibility programmes he introduced raspberry pi organizing hackathon workplace hes hooked pi ever since he writes plenty code bash python java cluster pis free time currently hes building indias biggest cluster recently launched raspberry pi  also reviewing couple raspberry pi related books packt	scientific computing	beginner	talks	the attendees know basic programming any prior experience raspberry pi computer vision mandatory	"hello
i would like conduct talk session python opencv programming raspberry pimy book topic would published  weeks rd week may  i reviewed  books python raspberry pihttpswwwpacktpubcomhardwareandcreativeraspberrypicomputervisionprogrammingthis talkworkshop would familiarize attendees opencv python raspberry pi platformi also writing second book raspberry pi python iot it would published oct i currently working cisco systems"	True	False	36
22	0	2015	True	rest apis  what why how	devi freelance programmerconsultant trainer she using python primary tool web development machine learning etc past  years currently works lead developerarchitect powertofly she done mtech computational science iisc tried teaching mathematicsshe given workshop web development  code deployment pycon india  well received	web development	beginner	talks	understanding web development would nice required	nan	False	False	-94
32	0	2015	False	cyber intelligence using python	shubham active information security researcher areas interests lying penetration testing open source intelligence in free time explores cool blogs tries luck bug bounties he loves networking like minded people loves open source infosec knowledge sharing	security	beginner	workshops	nan	python used tp automate exploits security checks web analysis forensic investigation lot no doubt profound language hacker we start hack attack finding information publicly available sources range websites whois complex facebook graph search in generic terminology known open source intelligence osint osint use cases hacking also business intelligence corporate espionage forensic investigations  by finding information attacker streamline attack order make precise effective less noisy as lies huge number sources variations useful information relatively becomes quite hectic task collect corelate data hence great need automate painful task many hackers chosen pythonduring presentation discuss demonstrate automated process osint used security assessments below techniques talking presentation useful social apis facebook google cse twitter apis shodan etc internet wide scans promoting threat intelligence integrating python readily available frameworks like maltego metasploit etc custom python tools eg usersid siduser authcheck testing utilities checking vulnerabilities like xss csrf ssrf using python bug bounty automating tasksafter presentation release codes open source channels	False	False	0
19	1	2015	False	dont get scared get started	"tapasweni pathaki done bachelors it igdtuw i wrote first hello world c  i like cs first dayi love code i work lot side projects i participate hackathons i contribute lot open source i love  i worked opw linux kernel intern i contribute linux kernel debasources airmozilla dev xorgi blog i encourage help girls code moreim working software developer sap labs india i recently joined  i work making sap hana better
im also mentoring systers organization google summer code students i ghc scholarship reviewer committee membershaifali agrawalim pursuing masters computer science at present i working systers gsoc intern i worked openstack zaqar  outreachy intern present i active contributor openstack programming python something i enjoy lot python lets convert ideas real project easily i work lot projects participate hackathons contribute open source projectsi believe technology computer science something amazing also involved every part life it plays role ordercook food connect thousands people world it holds vital part almost activities life it power change world change culture change thinking people making lives better"	others	beginner	talks	nothingother passion coding	opensource world full excitement knowledge encouragement  there plenty reasons one contribute open source world code socially we going talk we want help get starting open source worldthis talk give guideline open source contribution manner simple easily understandable starting a  take till x y z know able handlelets start journey contributing open source  minutes talk	False	False	1
14	2	2015	False	beginning automation ansible	programmer cyclist bookworm geek	infrastructure	intermediate	workshops	nan	"gather around electrifying introduction ansible  configuration mananagement automation utility made entirely python
we shall start understanding concepts hosts tasks roles playbooks with basics way create playbook help us deploy simple web application"	True	True	-43
4	0	2015	False	introduction mathematical modeling optimization using python	"ms research graduate student iiitbmy research area lies large scale optimization 
application real world problems my research work involved applying methods optimize
digital circuits thereby creating electronic design automation eda tools prior ms i
have worked embedded design engineer two years"	scientific computing	beginner	workshops	"the attendees basic python programming experience prior knowledge optimization
is required good havethe cvxopt package needs preinstalled required dependency package indicated on
the page  acquaintance numpy matplotlib package plus mandatory"	"this tutorial attends concepts mathematical modeling optimization
in era mathematical programming machine learning increasingly intertwined optimization
finds strong relevance this workshop discuss mathematically model real world problems solve
them using optimization tools pythonmachine learning researchers embraced advances mathematical programming
allowing new types models pursued  mathematical programming puts premium 
on accuracy speed robustness future novel machine learning models novel 
optimization models continue grow advancement timegenerally optimization includes finding best available values objective function
given defined set constraints this field study comes field 
operational research or methods wide range problem solving techniques use to
improve decision making efficiency the areas application lies financial engineering
marketing revenue management transportation problems  we also discuss area where
optimization finds application machine learning scenarios possible limitations
as part beginner material model using linear programming lp method solve modeled problem using convex optimization solver cvxoptthe workshop two phaseshow mathematically model use cvxopt solver model optimization problem lpuse knowledge gained  real life problemsusing python optimizationpython numerous powerful solver packages scientific computing for workshop
we use cvxopt package software package convex optimization based 
python programming language bibliography kristin p bennett emilio parradohernndez  the interplay optimization machine
 learning research j mach learn res  december    sra s nowozin s wright sj optimization machine learning neural information 
processing series mit press "	False	False	-13
5	0	2015	False	getting started ansible	nan	infrastructure	beginner	workshops	nan	"ansible it automation tool used configure deploy
and orchestrate many different infrastructure based tasks ansible can
be used system configuration software deployment application or
infrastructure orchestration importantly agent less no
masterslave configuration required it uses yml write
playbook readable easy manageable i mention
its comes batteries includedthis workshop aims handson upon following topics"	False	False	-113
15	2	2015	False	share your code  pypi	tapasweni pathak working software developer sap labs she gsoc mentor systers org she organizing committee ghc india hackathon track she owasp summer code sprint  student she contributes linux kernel works lot side projects she foss enthusiast she reads writes quora she loves c python operating systems compilers in past worked outreachy linux kernel intern engineering intern qualcomm inc research intern iit delhi shaifali agrawalim pursuing masters computer science at present i working systers gsoc intern i worked openstack zaqar  outreachy intern present i active contributor openstack programming python something i enjoy lot python lets convert ideas real project easily i work lot projects participate hackathons contribute open source projectsi believe technology computer science something amazing also involved every part life it plays role ordercook food connect thousands people world it holds vital part almost activities life it power change world change culture change thinking people making lives better	others	beginner	talks	nan	the python package index pypi repository software python programming language there currently k packages there many different types packages fullfilling different needs the package pushed pypi easy use help developers get stuff done easilythere six simple steps follow create setup script work pypi once script written requires little maintenance update index subsequent release the talk cover things this talk also talk best practices adding package pypi in well talk important push code test pypi first	False	False	-85
12	2	2015	False	lessons opentamil library indian language applications	"muthu created opentamil project interest provide highquality foundational piece tamil computing
he reached twitter ezhillang github arcturusannamalaiopentamil maintained conjunction development efforts t arulalan t shrinivasan"	others	intermediate	talks	 pip install opentamil pip install opentamil pykutf capable editorinterest indian languages	the first  years indian languages internet  spent debating encoding schemes editors concerned application development india rich enthnolinguistic history needs preserve grow heritage digital space we believe done writing novel useful applications specific languagesproposed content talkone effort opentamil library designed create highlevel applications tamil opentamil library freely available package python   python k process tamil text we believe lessons learnt opentamil reused indian languages webusers may manipulate tamil text letter level instead worrying encodings codepoints leading better separation design detailapi allows streaming algorithms canonical tamil data independent encodings we show data analysis using tamil wikipedia illustrate various computational linguistics applications spellchecker apiopentamil distinction available python   it continuously tested released via python package indexas community developed effort due proximity various indian languages believe opentamil form prototype opensource toolbox indian languageswe built framework extend indian languagesref open tamil text processing tools m annamalai t shrinivasan m annamalai  infitt puducherry india	False	False	12
13	3	2015	False	how build robots using ros opencv raspberry pi python	"lentin joseph ceofounder qbotics labs  company focussing research robotics image processing embedded system lentin joseph speaker pycon  he authored book called learning robotics using python recently published packt
he basically  electronics engineer work experience  years robotics technologies in  started company  called qbotics labs in pycon  took session application python robotics got good response audience he presented several sessions python meetupsalso took several workshops area as robotics enthusatist wrote lot tutorials online contributed  ieee papers mainly focussing bootstrapping new company  the current focus company autonomous robotics navigation using ros he reached  international robotic challenge recently conducted part icra  biggest robotics challenge world"	embedded python	intermediate	workshops	technical software knowledgesoftwareos  requirementhardware requirementraspberry pi adapter v a battery pack micro usb cablelan cable gb micro sd cardpower extension code  optionalslides building robots using ros opencv raspberry pi python	"building intelligent robots using latest hardware software platform raspberry pi  robot operating systemros opencomputer visionopencv programming using python the workshop mainly aims demonstrate design robotic hardware scratch programming using ros opencv python the workshop also explain robot operating system opencv discuss program using python interface ros called rospy ros mainly used advanced robotic research many universities usage contribution ros india less this workshop mainly aims give exposure robot operating system generate developers area
main topics talk follows"	False	False	-49
5	1	2015	False	deep dive ansible modules  build ansible module	rishabh associate software engineer currently working red hat based pune  years experience at red hat focus manage cloud infrastructure write ansible playbooks different project deployments he responsible automation cicd	infrastructure	intermediate	talks	working knowledge ansible	extend ansible use ansible python api build ansible moduleansible it automation tool used configure deploy applications infrastructure it used configuration management deployment orchestration tool ansible provides number modules cover  required tasks for remaining  exists need extend ansible this achieved creating custom modules pluginsthe talk coverin talk create ansible module dmidecode tool collect system information like bios processor system information it returns dmidecode result json this custom module i working official ansible moduleadvantagesat end talk youll better understanding ansible modules youll able write ansible module	True	True	-44
27	8	2015	True	machine learning techniques building large scale production ready prediction system using python	arthi venkataraman   years experience design development testing projects different domains  she currently senior architect chief technology office wipro technologies  she senior member dmtf technical cadre wipro  her current role involves solution development different business problems spanning area big data machine learning semantics technologies  she be degree computer science university visvesvariah college engineering bangalore mba pgdsm iim bangalore she also pmp  she previously presented papers spoken international conferences this presentation based arthis experience area building large scale production grade classifier using python	data visualization analytics	intermediate	talks	while attempt would made make presentation understandable knowledge python  understanding machine learning concepts stages machine learning would help audience better appreciate presentation	"this presentation build scalable prediction system near real time use using python a user enter  requirements using natural language  the system natural language processing input text  machine learning models used predict needed fields this solution used different use cases including agent allocations incident work bench   recommendation services  etc this presentation based experience creating deploying  large scale prediction system used live across employees company 
presentation bring out
  challenges text classification
  steps needed text classification
  why python suitable task how solve challenges using python
  how build working text classifier pythonsystem built using combination natural language processing techniques machine learning techniques python predominant 
language
takeaways talk include look text classification build actual text classifier pythonabout prediction systems
across different systems need users select different options users need select one many possibilities for example complaint would need select category complaint raised   department  sub group specific class etc  larger number possibilities effort needed end user able narrow correct selection in many cases hierarchical tree navigated user able reach correct selection  if top level selection wrong user never shown correct option   choose  classification systems attempt correctly assign correct option given request  if hierarchical selection system able predict across levelsmachine learning python 
the heart prediction systems machine learning algorithms python strong support machine learning algorithms the key package use scikitlearn package this package powerful enables developers minimal machine learning experience develop powerful classification systems takeaways talk include look text classification build  text classifier python"	True	True	-100
4	2	2015	False	tunir ci developers	kushal das cpython core developer fellow python software foundation he upstream author tunir project he mentor ambassador the fedora project along side contributions cpython kushal also contributing wide variety upstream projects he started linux users group durgapur wrote book titled python kushal coordinating dgplug summer training program many years help new participants take first steps contributing free open source software he currently working fedora cloud engineer red hat	infrastructure	intermediate	talks	basic knowledge testing	tunir fedora  feature used simple ci capable handling fedora cloud images it requires simple configuration use cloud images without actual cloud execute test suite application laptop remote server tunir used many developers test fedora cloud images fedora  release tunir simple configuration options mostly  keyvalue points json file it use cloud images work vm connect remote machine think testing application dedicated hardware cloud environment it experimental option use docker images test application	False	False	-45
7	0	2015	False	creating a web server in python from scratch	my name nitya rajendran third year computer science engineering student national institute technology warangal i recently done internship robustest i learned concepts architecture development implementation web servers python applications real world	network programming	beginner	talks	a knowledge basic python enough this achieved spending  hours listening googles tutorial videos python online	using personal experience summer i going talk beginners create web servers python based following conceptsthe reason i proposed talk believe many python programmers know create servers web browsers without usage built libraries work more coding important understand networking architectural point view hence aim help python beginners understand getting	False	True	-44
12	9	2015	False	python mobile phoneadvanced concepts	"i working linux open source since last  years i got contributing back open source kivy since last  yearsi one core devs kivy httpkivyorgaboutus
you take look public work httpgithubcomakshayaurorathe project amazing open community always open help embrace new comers dont hesitate come join us kivy ircfreenodeneti mentor gsoc projects around kivy last three years fourth yearprofessionally i freelancing around mobile development projects around using kivy last years"	others	intermediate	workshops	"this work shop intermediate developers willing learn advanced concepts mobile development
you expected familiar python you expected familiar basic concepts kivy like property system  kv languageyou go basic tutorials python kivy mentioned  httpkivyorgdocsgettingstartedintrohtmlthis tutorial supposed second step basic first steps taken kivy mobile developmentid suggest people go earlier tutorial slides httpsdocsgooglecompresentationdzoyqnndqpxrpmzplyucwmglqtugfozzwigeditslideidgfhardwaresoftware requiredone fairly recent laptop anything gpu supports opengl es  aboveeven integrated intel gpus last  years usually support featureandroid device want test deploy mobilepeople interested testing ios bring ios device ios devices work developer license apple mac device running latest xcodewillingness learn ability laugh bad jokeswe providing virtualbox vm using linux usb pen drives
this kivy sister projects preinstalled allowing follow tutorials easily deploy devices"	"the main objective would showcase advanced features  good practices mobile development using pythonkivy frameworkwe write application uses hardware features mobilewe extend application takes advantage features modify interface behavior fly
we try handle blocking operations using threadssubprocessservice keep app responsivewe see easy use effectwidget taking advantage mobile gpu add shaders applicationwe see use kv design language ui design avoid repetitive tasks
how incorporate responsive ui design app based device running onwe showcase application deployed linux windows android ios mac without user change anything"	True	True	-73
63	1	2015	True	concurrent data processing python	"anand chief data scientist gramenercom he advised designed
it systems organizations citigroup honda ibm tesco etcanand team explore insights data communicates visual
stories anand also builds gramener visualisation server  grameners
flagship productanand mba iim bangalore btech iit madras he has
worked ibm lehman brothers the boston consulting group infosys
consulting he blogs sanandnet"	concurrency	intermediate	talks	nan	what mechanisms process large scale data concurrently pythonthis talk review compare popular emerging mechanisms show examples reallife code use techniques	False	False	-94
10	0	2015	False	testing  pytest	i test architect riptideio httpwwwriptideiocom around  years qa experience i using python last  years pytest little year over last one year i involved designing developing test solutions frameworks test cases test companys products utilize pytest underlying test framework in past i worked bdd functional frameworks like robotframeworki gave lightning talk pytest pycon india 	testing	intermediate	workshops	nan	"a workshop testing python code using pytest frameworki plan cover following aspectspoints  handson
code examples cover unittests functional tests rest api tests webserverthis workshop"	False	False	34
70	0	2015	True	python  metaprogramming macros madness  more	suhas data scientist gramener previously engineer verisign	core python	intermediate	talks	nan	"summaryever wanted conquer world fell short knowing write code writes code conquer worldat end talk able understand metaprogramming different forms write decorator metaclass look deeper python ever haveagenda
draftmode presentationthe entire talk terminal ill explaining concepts i code live"	False	False	-94
28	1	2015	True	analyzing arguments debate using natural language processing python	i fresh graduate completed bachelors masters technology indian institute technology kharagpur i started journey field machine learning  years ago help andrew ngs video lectures followed working recommendation systems thereafter internship zomato centering around natural language processing determining review highlights restaurant reviews what dishes order restaurant helped hone skills python nlp recently i working development automated argumentation framework school students most work either organization research purposes mainly private repos due i much active github i provided social profile links please let know queries facebook httpswwwfacebookcomabhinavkgptwitter httpstwittercomabhinavkgpabout  httpsaboutmeabhinavkgp	scientific computing	intermediate	talks	though i covering basics prior experience help easily grasp new concepts i given links start content urlshaving said prior knowledge basic natural language processing python would needed aswhat natural language processingnltk library  stopwords tokenizing stemming	"this talk guide application python nlp
techniques analyze arguments debate define strategy
to figure winner debate basis strength and
relevance argumentslets take example explain 
suppose discussing friend whether pycon popular india the discussion start taking stance topic let us assume believe pycon popular india 
then discussion progress four different waysthrough talk i demonstrate detect instances using nlp also judge outcome discussion whether this focus two main nlp techniques semantic similarity sentiment analysis apart use basic nltk library functionspython packages usedi explain basic concepts demonstrating implementation tutorial they include"	False	True	-114
58	0	2015	True	consuming government data python d	pratap vardhan data scientist gramenercom data analytics visualization companypratap btech nit bhopal he previously worked indian statistical institute indian institute science thomson reuters fields related computer vision hci data mining social networks	data visualization analytics	intermediate	talks	nan	the explosion open data especially government data made easy us see governance better lightin talk we analyze visualize indian governance help novel tools include python pandas djsat end talk able totypical interactive dashboard features derived three in session would discuss showcase process ive learned  scraping data sources automating crawler jobs storing structured data db transforming data using pandas extracting features dataset textual features pm speeches how image features extracted flagsand demonstration intent pick dataset preferably httpsdatagovin scope exploratory analysis in session would transform create data views using pandas spot patterns build interactive dashboard integrating python data pipeline	False	False	-94
30	0	2015	True	thinking functions	anoop thomas mathew industry past  years involved designing developing large scale concurrent systems solve real world problems he python architect years experience working python software development with title chief technology officer  profoundis leads engineering efforts profoundis technology architect vibe vibe handles  users  million requests every month concurrency parallelism core vibe architecture he spoken numerous conferences like fifth elephant  pycon  pycon  fossmeet  devcon hes avid contributor open source link contributed django cpython	concurrency	intermediate	workshops	basic knowledge programming python unix	use functional programming concepts applicable python write concurrent scalable python codepython not meant functional programming language at time writing functional programs efficient way build scalable systems eg watsapp rabbitmq this puts developer hard position choose there enough systems ecosystem enable users make user functional programming python but limited resources programmers select matters make use functional concepts within python language many functional programming aspects like tail recursion currying directly available python workshop doesnt intend make python complete functional programming language  at time making use many functional concepts writing python code enable run parallel concurrently turn making scalableattendees working live project learn think functionality functions separate data objects make sure separation concerns minimize side effects workshop discuss modularizing programs principles separation concerns it also touch mapreduce  minimizing side effects basics functional programmingfunctional methodology pythonthinking scalability functional methodsperformance comparison functional programs vs object oriented programshands on building data analytics pipeline  a functional approachideal attendees would ones deeply interested designing building scalable applications still confused concepts functional programming also enthusiastic use functional programming aspects pythongoal workshop make sure attendees able create programs mix imperative along functional paradigm learn parts run concurrently others run parallel pythonic way possible	True	False	-129
8	0	2015	False	understanding git internals	"chandan kumar associate software engineer red hat pune india organizer python pune
he works upstream openstack cloud images day job"	others	intermediate	talks	nan	git version control system used project working distributed environment we know everything git use effectively projects but donot know happening internally use gitlibgit implements core git pygit set python bindings libgit shared librarythe use git starts either creating new repository opening existing one performing operations themlet us use pygit play repository understand happening repositority starting clonning pushingtake away	False	False	1
43	0	2015	True	python load balancer   million requests per second	abishek kannan undergraduate student international institute information technology he working robustest rd team built custom load balancer robustest	network programming	beginner	talks	only basic python libraries used socket rest libraries built scratch	werobustest built custom load balancer python scales million requests per second this talk focus	False	True	-112
4	0	2015	False	distributed scheduling leveraging multiple nodes cluster	i software engineer red hat inc working glusterfs distributed file system i  yrs experience software developer linux powered distributed systemsfind glusterfs httpwwwglusterorg want get hands dirty code httpglusterhackerblogspotin help get started	concurrency	beginner	talks	a basic understanding distributed system works crond works	setting cron job machine perhaps easiest way scheduling particular task but distributed system spawning across several nodes critical tasks cant scheduled single node that would introduce single point failure spof we also cant schedule set jobs every node dont want duplication task the solution problem distributed cron scheduler spread across cluster working concurrently different nodes perform task set jobs manner neither miss job perform job twice	True	True	35
3	0	2015	True	symengine the future fast core computer algebra systems	"sumith currently second year computer science undergraduate student iit bombay 
he contributor sympy well symengine 
he successfully completed gsoc  project symengine python software foundation"	scientific computing	beginner	talks	basic mathematics enough appreciate manipulation done computer algebra system	"a project started sympy team symengine standalone c fast symbolic manipulation library thin python wrappers allow easy usage python integration sympy c julia ruby wrappers also available the talk highlight following
  computer algebra systemscas needed
  why need fast
  sympy cousin symengine goals
  symengine faster cas there
  hot swappable sympy sage core
  the future symengine
 symengine release version yet never talk tutorial done hence first time exposing try best keep engaging everyone beginner advance"	True	False	-108
10	1	2015	False	python world test automation	"i ms graduate bits pilani working wipro techologies past  years  months test engineer in entire stint wipro far i using python core tool test automation i using python for
 product test automation i automated many embedded products load balancers routers etc designing new frameworks implementing them
 gui automation using seleniumpython webdriver i developed many custom frameworks successfully automated products web ui
 automation desktop applications covering install upgrade removal etc linux os automation
 apart test automation i python enthusiast full stack web developer pygame useri taken talk topic chennaipy meetup october month"	testing	beginner	talks	anybody knowledge python testing test automation come	"python used many fields software development cycle in one vast use python comes testing phase in talk i going show variety places python applied testing it gives overview of
 gui automation with pythonselenium webdriver
 image based automation using sikulipython
 desktop application automation using pywinauto
 product testing automation using core pythonthe talk gives introductions areas demo it give eyeopener pythons usage various testing areas"	True	True	-17
19	4	2015	False	offline programming judge python	nan	others	intermediate	talks	basic python syntax usagesome familiarity wsgi worksfamiliarity sockets work	holding programming contests attract large participation quickly overloads human mechanism checking code these competitions good fact absolute necessity programmers gain experience opinion internet based competitions best example they use software written good judgeeg spoj popularduring talk i discuss creation local judge opposed internet based one experiences evolution judge i wrote college the challenges i faced things i learn along waywe writing discussingit using existing packages created judging discussing creation judge scratch some topics discussed	False	False	-121
0	1	2015	False	deploy your python apps minutes openshift	amit shah software engineer red hat  he  years experience working open source projects primarily linux qemu  he works kvm virtualization part day job red hat  amit also contributor fedora projectamit interested open source technology openshift perfect service allows host websites apps quickly  his wordpressbased blog httplogamitshahnet hosted openshift	others	beginner	talks	nan	openshift platformasaservice paas project focuses ease use fast deployment apps  deploying apps based python pythonbased frameworks like django snap openshift  the basic tier openshift free use allows three apps per user  this makes ideal choice people try experiment apps without worrying finer details deploymentthis talk introduce openshift show create new app minutes using gitbased workflow  features offered openshift like powerful commandline webbased interfaces control apps modify settings deployments coveredgeneral outline talk	True	False	-1
6	0	2015	False	introduction nvda open source windows screen reader	dinesh kaushal  accessibility expert developed hindi screen reader  safa  now working full time nvda he conducted  national workshop accessibility software engineers cis  accessibility workshops software engineers wipro dinesh also developed accessibility training program assessment module wiprosiddhartha gupta  working full time nvda iitdelhi assistech	others	beginner	talks	none	"how python used build open source software nvda enables users work computer without monitor mousecan imagine using computer without monitor mouse blind persons exactly using software known screen reader a screen reader outputs electronic information using synthesizer braille users perform input keyboard using software people blind work computer without looking screenwe talk system developed worldwide community around  developers users lead  blind developers james teh michael currenfollowing sections covered talk
        what screenreader how assist user impact  functional overview        how work technical overview        how python used screenreader how accomplish requirements mentioned previous point using python        python use  nvda stresses feature like ctypes callables multiple inheritance etc still responsive        web accessibility  guidelines  aria how make python applications accessible accessibility apis python"	False	False	-44
10	0	2015	True	pretty printing python	shakthi kannan free software enthusiast blogs httpwwwshakthimaancomnewshtml	others	beginner	talks	an interest d printing	this talk shares experiments experiences using pronterface skeinforge prusia d printer printrun free open source software written python facilitating d printing released gplv license skeinforge consists set python scripts generating gcode d models the prusia reprap d printer design also released gplv license the arduino atmega controller used printer configuration control directly interfaces computer via usb a short outline talk given belowthe temperature control tests performed determine optimal temperature thread used printing the mtconnect adapter reads sensor data printer analysis perspective internet manufacturing things iomt the cadcad integration host provides art part workflow modelling printing a picture prusia setup attached	False	True	-113
